,min,max,mean,med,std,label,Unnamed: 0,min,max,mean,med,std,label
400,-279.1934122462769,-255.87522749341653,-271.05630520974165,-275.9573839740027,9.543581281586569,AF,400.0,0.7,0.7,0.7,0.7,0.0,AF
401,-197.98112208141117,-149.8726007425136,-166.6455465728877,-156.40120542159568,19.537231381726443,AF,401.0,0.8,1.0,0.9,0.9,0.1414213562373094,AF
402,-209.92050466878555,-75.26308122327376,-122.19880792367329,-93.11047153631893,54.73363988753628,AF,402.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
403,-357.4425973702528,-6.688219866079518,-129.01791864848286,-54.53507526463744,142.41880555595534,AF,403.0,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
404,-503.2366380317532,-40.63967247904775,-201.85480931141464,-100.41334431594572,188.19617113996483,AF,404.0,0.6,1.2,0.8999999999999999,0.8999999999999999,0.4242640687119284,AF
405,-267.86209600741046,-251.11549892616264,-256.94688194451567,-253.4861995722971,6.794952131247786,AF,405.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
406,-230.32564566927087,-137.03370478222465,-169.5526268916086,-149.5578066779321,37.903590765827744,AF,406.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
407,-536.7125828702217,181.4676075346664,-68.79388340812743,86.67651750588942,291.9738136880155,N,407.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
408,-300.5902701170932,-243.58407407236027,-263.48782916945544,-251.2230415368896,23.15748129252185,AF,408.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
409,-262.4883142076668,-148.01877817798345,-187.92042794385583,-163.31564771942791,46.516299353062585,AF,409.0,0.9,1.0,0.95,0.95,0.0707106781186547,AF
410,-276.9800454255933,-90.04400159689142,-155.24337752860868,-115.262485472739,75.93364114322421,AF,410.0,0.072,0.248,0.1533333333333333,0.14,0.0887543426167606,PVC
411,-518.5787306636535,34.73456299478613,-158.10340733951318,-37.901402513768666,224.9786965783302,AF,411.0,0.7,1.2,0.95,0.95,0.3535533905932738,AF
412,-312.88669300248176,-239.259054771358,-264.9215689678569,-249.272799668108,29.90258082395213,AF,412.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
413,-234.063453961755,-175.93149758354596,-196.21057007125395,-183.7592155266464,23.615073472954005,AF,413.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
414,-224.23710987485725,-102.33123417091042,-144.83512065454525,-118.40954967905172,49.55928796599071,AF,414.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
415,-526.6263469596637,103.63232433190142,-115.97454769660456,18.961305563428223,256.06279889369097,N,415.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
416,-356.5213426916484,-210.9125009338233,-261.68621263269023,-229.5812608130983,59.265712057766855,AF,416.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
417,-262.1751917934129,-179.8206054919391,-208.55750049533168,-190.73148887897625,33.4751184696431,AF,417.0,0.6,0.6,0.6,0.6,0.0,AF
418,-274.5816538337917,-97.92413836256564,-159.50463753427653,-121.42014019096447,71.79715931514399,AF,418.0,0.6,1.1,0.8500000000000001,0.8500000000000001,0.3535533905932738,AF
419,-505.8017139140538,71.40626715995127,-129.7541099297939,-4.902403749403671,234.64403663445927,AF,419.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
420,-299.7758956681633,-242.7916677407415,-262.67187653022046,-250.3648903102616,23.158242495551853,AF,420.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
421,-269.35188050087226,-144.01302017470886,-187.71539368417004,-160.68814687097662,50.93800710997935,AF,421.0,0.6,1.2,0.8999999999999999,0.8999999999999999,0.4242640687119284,AF
422,-247.60783142281412,-102.53680470939923,-153.10840298126718,-121.74821264009624,58.96903187003374,AF,422.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
423,-542.3406366089836,116.1638971225224,-113.2996955364934,28.392834141747752,267.6146229465822,N,423.0,0.168,0.248,0.208,0.208,0.0399999999999999,PVC
424,-363.1343432245777,-208.1406475934833,-262.19311157982446,-228.0004070990632,63.080583462834575,AF,424.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
425,-267.6536703978204,-182.0825903946265,-211.93203714511728,-193.3910601122681,34.786728354012126,AF,425.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
426,-235.58261267413167,-124.88549485159056,-163.48134143304654,-139.72688741360474,44.97551781946967,AF,426.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
427,-430.7571752541038,28.553452837829504,-131.49852673219212,-33.145640216992845,186.6087831743521,AF,427.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
428,-313.8371562967933,-190.206682679998,-233.3397152759449,-206.2443094810792,50.28509809299335,AF,428.0,0.06,0.344,0.181,0.16,0.1322371606874053,PVC
429,-267.5803270875299,-157.84684414085154,-196.1137551953132,-172.40738931965458,44.59985688718958,AF,429.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
430,-249.356729865476,-108.29443733182792,-157.4696560896014,-127.05031004020672,57.33146588056304,AF,430.0,0.7,0.9,0.8,0.8,0.1414213562373095,AF
431,-485.3688418775421,80.62878354969331,-116.6018571866767,5.3631023662517165,230.04202584843307,AF,431.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
432,-395.6930301857466,-144.97934742968675,-232.36680899925943,-177.66585129295802,101.96864076282478,AF,432.0,0.8,1.0,0.9,0.9,0.1414213562373094,AF
433,-291.1943279042948,-185.42718202288484,-222.29849110187212,-199.47365298908,42.98809883077941,AF,433.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
434,-288.041169544491,-123.2340509834398,-180.716607519448,-145.63928055372645,66.92683303935428,AF,434.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
435,-424.6962631816248,-29.49450593997223,-167.22529919395026,-81.33100474783893,160.69515086548662,AF,435.0,0.56,50.48,13.152,0.784,24.88556079335967,PVC
436,-304.9137308923459,-171.07272570169096,-217.73871222750336,-189.16707412773303,54.36781293198721,AF,436.0,0.576,0.792,0.744,0.784,0.0939787209957658,PVC
437,-250.6680622927296,-138.3286948470168,-177.49972459134403,-153.38261770317175,45.64613561663019,AF,437.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
438,-430.9373958967186,22.959796509535355,-135.22826113568337,-37.70063340914778,184.44603273016813,AF,438.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
439,-305.1234454023663,-185.8466207460405,-227.4414106825146,-201.26764981358457,48.52172373311878,AF,439.0,0.7,1.6,1.125,1.05,0.276457178290909,PVC
440,-254.93307947199585,-245.97361933905628,-249.13177815396804,-247.4360650207373,3.7088090963331015,AF,440.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
441,-203.3732160963454,-148.53682454630086,-167.65555498040095,-155.8157317132492,22.28795607178844,AF,441.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
442,-489.3494593159959,117.34519723101948,-94.06229820890252,36.62265284857133,246.57803196933955,N,442.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
443,-275.10790554685803,-230.7897296039336,-246.2546551261814,-236.602314773646,18.056917747996675,AF,443.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
444,-234.31098088242408,-143.91176862691609,-175.45722455659848,-156.32381124051702,36.69658709781759,AF,444.0,0.56,10.328,2.6304,0.792,4.304347197891917,PVC
445,-367.9264217178289,-13.37407090773936,-136.9414995514158,-59.10863834097623,144.25213471748327,AF,445.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
446,-244.34961597275088,-152.08695361478755,-184.26183648680856,-164.3661045143374,37.49830642885461,AF,446.0,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
447,-224.48315765052385,-101.72746756637343,-144.52928052931372,-118.19735742286184,49.87454027281921,AF,447.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
448,-479.9095314757088,80.9169039221244,-114.55575176195649,7.273462535483206,228.0338772962602,AF,448.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
449,-273.1280427021481,-229.5144125629123,-244.72497999517051,-235.39284939100497,17.716211621868624,AF,449.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
450,-232.1517799322542,-134.81256642988754,-168.73165562583526,-147.80532274375088,39.55619411632329,AF,450.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
451,-261.1860035325261,-95.9173687025339,-153.53155356974145,-117.8270303070128,67.17627736342035,AF,451.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
452,-554.8616182422281,107.23469004645308,-123.4883058311272,19.14013897321199,269.09220076172994,N,452.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
453,-401.0118008341741,-202.36462743069515,-271.6239310495856,-227.940113618468,80.82574717469869,AF,453.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
454,-276.5792884281842,-209.5964925790501,-232.9450664990936,-218.5470994315259,27.22073964258524,AF,454.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
455,-502.706849852851,51.17451945473457,-141.82360425683038,-22.643644386942423,225.1008255677417,AF,455.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
456,-276.56853644836224,-252.11848683925308,-260.6711206187486,-255.3599043247505,9.933873257189363,AF,456.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
457,-238.7250860432708,-153.2228074109627,-183.0466614964041,-164.69540920822658,34.736958850597965,AF,457.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
458,-376.3658066934214,-32.7465350156002,-152.53825929339172,-79.34157422500813,139.55262165969702,AF,458.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
459,-338.0170011973412,-146.91141094235368,-213.5463475750663,-171.4609901370201,77.78810470160495,AF,459.0,0.448,0.824,0.6226666666666667,0.5760000000000001,0.1550776149760714,PVC
460,-273.3179694771777,-157.3982942139339,-197.79852431040445,-172.81619174667378,47.11280048562751,AF,460.0,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
461,-462.737690453443,11.235364938872651,-153.93118990246114,-52.6798299818565,192.53928498230184,AF,461.0,0.24,20.368,3.916,0.772,8.062640758461212,PVC
462,-333.7095603933127,-282.4528646567356,-300.35774701168486,-289.3867510603933,20.931155649967558,AF,462.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
463,-277.0043051636337,-172.1552618720271,-208.7175115225889,-186.1448706984996,42.60929203374717,AF,463.0,0.7,0.7,0.7,0.7,0.0,AF
464,-342.47589309439564,-77.79292652340683,-170.0898054459889,-113.65258112948344,107.49701204998678,AF,464.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
465,-236.56187278071232,-207.4871994347861,-217.6743945775212,-211.5015992015218,11.862622235449017,AF,465.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
466,-269.01362383310027,-100.58764395171276,-159.31783050771182,-123.2559119590864,68.42162231038124,AF,466.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
467,-222.3917822387226,-129.31561168107356,-161.7567681644059,-141.7272190450172,37.82305787355698,AF,467.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
468,-465.13933835988615,50.45302413355735,-129.27537064722495,-19.37113847625277,209.41018777369896,AF,468.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
469,-523.0055841771676,-88.23321792923616,-239.75010881766949,-144.7841294986591,176.83827855897624,AF,469.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
470,-293.1630215739971,-272.643756626017,-279.8067324267048,-275.73397384739496,8.303269069930202,AF,470.0,0.6,0.6,0.6,0.6,0.0,AF
471,-518.0575965653234,40.87489077829255,-153.88744782538342,-33.45466868104197,227.17113746167232,AF,471.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
472,-295.3686006413137,-249.3506947117656,-279.32548844627416,-289.375256254334,18.76063770023157,AF,472.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
473,-0.4629178941821041,-0.0440490028629179,-0.1900667431585651,-0.0999123952250471,0.1702243772988803,PVC,473.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
474,-0.668917820028633,0.0063598559192723,-0.2290862653988837,-0.0821218787943385,0.2745686618551163,PVC,474.0,0.6,0.6,0.6,0.6,0.0,AF
475,-0.6890188982976139,-0.1679260169182929,-0.3495708233183421,-0.2371764261251522,0.2117902891515281,PVC,475.0,0.7,0.9,0.8,0.8,0.1414213562373095,AF
476,-0.7767387762218798,-0.153705125402323,-0.3708939092790348,-0.235943174007774,0.2532718031817184,PVC,476.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
477,-0.8374888090851595,-0.2338753983491632,-0.4443027057990425,-0.3144032949113486,0.2452902441420061,PVC,477.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
478,-0.931488995503911,-0.2013890958662833,-0.4558577738094723,-0.2980381944213984,0.2967706419824941,PVC,478.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
479,-1.0014462927148726,-0.2200323373950327,-0.4924236007601503,-0.3239531833371332,0.3175866384900429,PVC,479.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
480,-1.0236891204362308,-0.2844774462652425,-0.5421793688034421,-0.3822237981276171,0.3004843654247558,PVC,480.0,0.7,0.7,0.7,0.7,0.0,AF
481,-1.1026362302231345,-0.3035877526800606,-0.5821242235879864,-0.4097570101505749,0.3247609286039844,PVC,481.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
482,-1.0438975177499104,-0.3806807333634381,-0.6118341800776057,-0.4689703778570717,0.2695401755197651,PVC,482.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
483,-0.7423466686753502,-0.5262338149739281,-0.6015499469036214,-0.554272991207107,0.0878925169211261,PVC,483.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
484,-0.4854771465509024,1.4835484333867417,0.2009686881155703,-0.2215057656323953,0.8000697494908374,PVC,484.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
485,-0.1024530971824752,2.0551087137669493,0.6495070662983597,0.1816736369499796,0.8771372683933684,PVC,485.0,0.8,0.9,0.8500000000000001,0.8500000000000001,0.0707106781186547,AF
486,0.3266488074569101,2.5237777111643283,1.0925182694265447,0.6186138231618613,0.89301353434945,PVC,486.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
487,0.5917653848007111,2.7007399141492927,1.3268682407139858,0.8707508204669878,0.8572725712525118,PVC,487.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
488,0.8154618131971183,2.7354050178035303,1.4847170733985144,1.070331738205912,0.7803542344265455,PVC,488.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
489,0.9395629517251364,2.6171594822773288,1.524385331360206,1.1621852008471456,0.6818605713684434,PVC,489.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
490,0.9627898413008896,2.3909112751601658,1.4605839287524216,1.1516815634478816,0.5805176394173704,PVC,490.0,0.749,0.966,0.8574999999999999,0.8574999999999999,0.1534421715174808,AF
491,1.0067694767801254,2.0842992132880123,1.3824291747775397,1.1505968564737945,0.4378890346317618,PVC,491.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
492,0.984243550902568,1.5357150327863067,1.1764070517083072,1.0555340688500612,0.2243334959718832,PVC,492.0,0.797,1.003,0.8999999999999999,0.8999999999999999,0.1456639969244286,AF
493,0.8860735686939263,1.0900654186281156,0.957390412745632,0.9139227565867072,0.0828450584551107,PVC,493.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
494,0.6225657256785062,0.6675048264890732,0.651819034544918,0.6606203813716147,0.0182020114058018,PVC,494.0,0.36,0.792,0.6224,0.696,0.1932790728454584,PVC
495,0.0027145674324335,0.1231781859691446,0.0811087055113822,0.106868233522343,0.0489500835165872,PVC,495.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
496,-0.3531690601085761,0.2028421786959581,0.0091057515472927,0.1298010638946725,0.2260571920101508,PVC,496.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
497,-0.6062369811626976,0.0472621550590052,-0.1805630084460138,-0.0402817932923863,0.2655362251553814,PVC,497.0,0.7,1.1,0.9,0.9,0.2828427124746191,AF
498,-0.7235751522798681,-0.0663493794674183,-0.2953611889950782,-0.1533776734380434,0.2671462499243401,PVC,498.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
499,-0.8452093742002141,-0.1398248531661821,-0.3857276498070815,-0.2339643857917153,0.2866503117345839,PVC,499.0,-100.0,-100.0,-100.0,-100.0,-100.0,N
500,-0.8987077615457472,-0.208093528849522,-0.4487871608344895,-0.2996247880451019,0.2807107655816932,PVC,500.0,0.6,0.9,0.75,0.75,0.2121320343559642,AF
501,-0.9961129151840018,-0.2266574076833289,-0.4948712048964237,-0.3288040700208226,0.3127478091007367,PVC,501.0,0.7,0.8,0.75,0.75,0.0707106781186548,AF
502,-1.02428690429361,-0.2812196773065521,-0.5402678039376861,-0.3794534702501825,0.3020536289875748,PVC,502.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
503,-1.118261405336208,-0.2659534961051953,-0.5630477978418449,-0.3790907576510411,0.3464235999500502,PVC,503.0,0.6,0.8,0.7,0.7,0.1414213562373095,AF
504,-1.1464353944458172,-0.3205157657284193,-0.6084443968831083,-0.4297401578804017,0.3357294108745022,PVC,504.0,0.228,0.26,0.2466666666666666,0.252,0.016653327995729,PVC
505,-1.2863899386951814,-0.2880459656776578,-0.6360397743769874,-0.4204825585345993,0.4057920490883855,PVC,505.0,0.6,0.9,0.75,0.75,0.2121320343559642,AF
506,-0.9142858924939008,-0.1415374046849463,-0.4108932792087661,-0.2440699269258156,0.3140971868215279,PVC,506.0,0.7,0.7,0.7,0.7,0.0,AF
507,-1.1083088754315265,-0.1376950348909572,-0.4760022483278197,-0.2658187767357144,0.3945671470621899,PVC,507.0,0.7,1.5,1.0555555555555556,1.0,0.2185812841434,PVC
508,-1.2067464182774792,-0.2330262288251909,-0.5724338430382679,-0.3621709274945866,0.3957890492857756,PVC,508.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
509,-1.3355904792709798,-0.2724900155438201,-0.6430453400672373,-0.4130513570297798,0.4321437641777974,PVC,509.0,0.6,0.9,0.75,0.75,0.2121320343559642,AF
510,-1.4232428108038149,-0.3234581690193752,-0.7068292530649799,-0.4697038494499756,0.4469817205735771,PVC,510.0,0.9,1.6,1.0555555555555556,1.0,0.2242270674512285,PVC
511,-1.4570485800511483,-0.4061416436997914,-0.7724486347807528,-0.5454090826283597,0.4271588329881285,PVC,511.0,0.7,1.4,1.0625,1.05,0.2199837656347784,PVC
512,-1.3322334393987691,-0.4723446649171165,-0.7720568008556775,-0.5858489206254176,0.3495700641106762,PVC,512.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
513,-1.0031005162227375,-0.6469895380832835,-0.7712006034726835,-0.6949612291772145,0.1446789102253522,PVC,513.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC
514,-0.6740488753769972,-0.3806651546135656,-0.5717229510372203,-0.6333652606743543,0.1190859320102108,PVC,514.0,0.6,1.0,0.8,0.8,0.282842712474619,AF
515,-0.2258925421619865,-0.0622575443229733,-0.1688643902375215,-0.2042578997267883,0.0667176454350497,PVC,515.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
516,-0.2325875632783357,0.6417825822973929,0.0722596718478495,-0.1149095404427914,0.3552276064192746,PVC,516.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
517,0.325531532368997,1.0764900642067865,0.587278768956538,0.424770064179129,0.3052780160279008,PVC,517.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
518,0.4326007442361745,0.932513118649303,0.6069423666840672,0.4989461382442596,0.2031896400872584,PVC,518.0,0.6,0.7,0.6499999999999999,0.6499999999999999,0.0707106781186547,AF
519,0.5296161162061663,0.55012204873785,0.5367215225270503,0.5327769112499099,0.0084811939013681,PVC,519.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
520,0.223357717757434,0.4626927404540508,0.379414310951524,0.4315452529393885,0.0973321140695611,PVC,520.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
521,-0.0616111197819568,0.1224201600370129,0.0581582910101405,0.0972343838041789,0.0747389844655921,PVC,521.0,0.782,1.068,0.925,0.925,0.2022325394193526,AF
522,-0.402012955657833,0.1595280857680565,-0.0361179545255242,0.0855613585009548,0.2282875092108808,PVC,522.0,0.779,0.835,0.8069999999999999,0.8069999999999999,0.0395979797464466,N
523,-0.6882971796251038,0.0021302029407657,-0.2385684114830092,-0.0903136089193417,0.2805441899841622,PVC,523.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
524,-0.7745865120144704,-0.1165860524889463,-0.3458670908214662,-0.2038409840024645,0.2674501273885123,PVC,524.0,-100.0,-100.0,-100.0,-100.0,-100.0,AF
525,-0.8827935762314735,-0.1549242076216608,-0.4086548020177589,-0.2518464288377315,0.295812956100779,PVC,525.0,-100.0,-100.0,-100.0,-100.0,-100.0,N
