,Time,II,PLETH
345,00:01:52.76,0.415,0.452
346,00:01:52.768,0.42,0.44299999999999995
347,00:01:52.776,0.42,0.434
348,00:01:52.784,0.42,0.425
349,00:01:52.792,0.425,0.415
350,00:01:52.8,0.425,0.408
351,00:01:52.808,0.425,0.401
352,00:01:52.816,0.43,0.395
353,00:01:52.824,0.425,0.389
354,00:01:52.832,0.43,0.382
355,00:01:52.84,0.425,0.374
356,00:01:52.848,0.425,0.368
357,00:01:52.856,0.425,0.36
358,00:01:52.864,0.42,0.353
359,00:01:52.872,0.425,0.34700000000000003
360,00:01:52.88,0.42,0.34
361,00:01:52.888,0.42,0.335
362,00:01:52.896,0.42,0.331
363,00:01:52.904,0.42,0.327
364,00:01:52.912,0.42,0.326
365,00:01:52.92,0.43,0.322
366,00:01:52.928,0.435,0.319
367,00:01:52.936,0.44,0.315
368,00:01:52.944,0.435,0.312
369,00:01:52.952,0.445,0.31
370,00:01:52.96,0.445,0.308
371,00:01:52.968,0.45,0.306
372,00:01:52.976,0.461,0.304
373,00:01:52.984,0.466,0.3
374,00:01:52.992,0.47,0.297
375,00:01:53,0.48,0.293
376,00:01:53.008,0.475,0.29
377,00:01:53.016,0.48,0.28800000000000003
378,00:01:53.024,0.48,0.285
379,00:01:53.032,0.49,0.28300000000000003
380,00:01:53.04,0.49,0.281
381,00:01:53.048,0.49,0.28
382,00:01:53.056,0.49,0.27899999999999997
383,00:01:53.064,0.49,0.278
384,00:01:53.072,0.49,0.276
385,00:01:53.08,0.49,0.27399999999999997
386,00:01:53.088,0.495,0.271
387,00:01:53.096,0.49,0.26899999999999996
388,00:01:53.104,0.485,0.267
389,00:01:53.112,0.485,0.266
390,00:01:53.12,0.485,0.264
391,00:01:53.128,0.485,0.262
392,00:01:53.136,0.49,0.26
393,00:01:53.144,0.48,0.257
394,00:01:53.152,0.48,0.255
395,00:01:53.16,0.485,0.255
396,00:01:53.168,0.49,0.256
397,00:01:53.176,0.485,0.262
398,00:01:53.184,0.49,0.27399999999999997
399,00:01:53.192,0.485,0.292
400,00:01:53.2,0.485,0.318
401,00:01:53.208,0.475,0.34700000000000003
402,00:01:53.216,0.475,0.379
403,00:01:53.224,0.48,0.42
404,00:01:53.232,0.49,0.467
405,00:01:53.24,0.5,0.515
406,00:01:53.248,0.515,0.564
407,00:01:53.256,0.525,0.608
408,00:01:53.264,0.539,0.647
409,00:01:53.272,0.56,0.68
410,00:01:53.28,0.58,0.705
411,00:01:53.288,0.6,0.722
412,00:01:53.296,0.585,0.733
413,00:01:53.304,0.56,0.738
414,00:01:53.312,0.515,0.737
415,00:01:53.32,0.485,0.7340000000000001
416,00:01:53.328,0.461,0.728
417,00:01:53.336,0.44,0.72
418,00:01:53.344,0.415,0.7120000000000001
419,00:01:53.352,0.395,0.701
420,00:01:53.36,0.39,0.6890000000000001
421,00:01:53.368,0.395,0.6759999999999999
422,00:01:53.376,0.39,0.6629999999999999
423,00:01:53.384,0.395,0.648
424,00:01:53.392,0.395,0.633
425,00:01:53.4,0.39,0.617
426,00:01:53.408,0.395,0.602
427,00:01:53.416,0.395,0.5870000000000001
428,00:01:53.424,0.4,0.573
429,00:01:53.432,0.42,0.5579999999999999
430,00:01:53.44,0.45399999999999996,0.544
431,00:01:53.448,0.47,0.5329999999999999
432,00:01:53.456,0.466,0.522
433,00:01:53.464,0.49,0.511
434,00:01:53.472,0.461,0.502
435,00:01:53.48,0.395,0.495
436,00:01:53.488,0.376,0.48700000000000004
437,00:01:53.496,0.41,0.48
438,00:01:53.504,0.42,0.473
439,00:01:53.512,0.405,0.466
440,00:01:53.52,0.405,0.45799999999999996
441,00:01:53.528,0.405,0.45
442,00:01:53.536,0.415,0.44
443,00:01:53.544,0.41,0.43
444,00:01:53.552,0.41,0.42
445,00:01:53.56,0.41,0.41200000000000003
446,00:01:53.568,0.405,0.40299999999999997
447,00:01:53.576,0.405,0.39399999999999996
448,00:01:53.584,0.415,0.385
449,00:01:53.592,0.405,0.376
450,00:01:53.6,0.405,0.369
451,00:01:53.608,0.415,0.36200000000000004
452,00:01:53.616,0.415,0.35700000000000004
453,00:01:53.624,0.405,0.35100000000000003
454,00:01:53.632,0.405,0.345
455,00:01:53.64,0.405,0.33899999999999997
456,00:01:53.648,0.405,0.33399999999999996
457,00:01:53.656,0.4,0.32899999999999996
458,00:01:53.664,0.395,0.326
459,00:01:53.672,0.4,0.322
460,00:01:53.68,0.405,0.318
461,00:01:53.688,0.41,0.314
462,00:01:53.696,0.405,0.31
463,00:01:53.704,0.415,0.307
464,00:01:53.712,0.415,0.305
465,00:01:53.72,0.42,0.301
466,00:01:53.728,0.42,0.298
467,00:01:53.736,0.43,0.295
468,00:01:53.744,0.43,0.292
469,00:01:53.752,0.44,0.289
470,00:01:53.76,0.44,0.28600000000000003
471,00:01:53.768,0.445,0.28300000000000003
472,00:01:53.776,0.445,0.282
473,00:01:53.784,0.461,0.27899999999999997
474,00:01:53.792,0.45,0.276
475,00:01:53.8,0.461,0.27399999999999997
476,00:01:53.808,0.45399999999999996,0.272
477,00:01:53.816,0.45399999999999996,0.27
478,00:01:53.824,0.45399999999999996,0.267
479,00:01:53.832,0.461,0.265
480,00:01:53.84,0.461,0.262
481,00:01:53.848,0.461,0.26
482,00:01:53.856,0.45399999999999996,0.258
483,00:01:53.864,0.45399999999999996,0.256
484,00:01:53.872,0.45399999999999996,0.254
485,00:01:53.88,0.45,0.253
486,00:01:53.888,0.45,0.253
487,00:01:53.896,0.445,0.252
488,00:01:53.904,0.445,0.252
489,00:01:53.912,0.445,0.252
490,00:01:53.92,0.445,0.252
491,00:01:53.928,0.445,0.251
492,00:01:53.936,0.45,0.25
493,00:01:53.944,0.45,0.25
494,00:01:53.952,0.45399999999999996,0.253
495,00:01:53.96,0.45,0.26
496,00:01:53.968,0.45399999999999996,0.27399999999999997
497,00:01:53.976,0.45,0.293
498,00:01:53.984,0.45399999999999996,0.322
499,00:01:53.992,0.45,0.35700000000000004
500,00:01:54,0.45399999999999996,0.39299999999999996
501,00:01:54.008,0.461,0.429
502,00:01:54.016,0.475,0.473
503,00:01:54.024,0.49,0.519
504,00:01:54.032,0.49,0.565
505,00:01:54.04,0.51,0.607
506,00:01:54.048,0.534,0.644
507,00:01:54.056,0.546,0.674
508,00:01:54.064,0.565,0.696
509,00:01:54.072,0.57,0.711
510,00:01:54.08,0.539,0.718
511,00:01:54.088,0.505,0.72
512,00:01:54.096,0.475,0.718
513,00:01:54.104,0.45,0.713
514,00:01:54.112,0.425,0.706
515,00:01:54.12,0.405,0.6970000000000001
516,00:01:54.128,0.395,0.687
517,00:01:54.136,0.39,0.6759999999999999
518,00:01:54.144,0.381,0.664
519,00:01:54.152,0.385,0.6509999999999999
520,00:01:54.16,0.385,0.636
521,00:01:54.168,0.39,0.622
522,00:01:54.176,0.39,0.606
523,00:01:54.184,0.395,0.589
524,00:01:54.192,0.4,0.574
525,00:01:54.2,0.405,0.5589999999999999
526,00:01:54.208,0.42,0.547
527,00:01:54.216,0.45399999999999996,0.535
528,00:01:54.224,0.47,0.524
529,00:01:54.232,0.495,0.515
530,00:01:54.24,0.515,0.506
531,00:01:54.248,0.466,0.5
532,00:01:54.256,0.405,0.493
533,00:01:54.264,0.369,0.486
534,00:01:54.272,0.405,0.479
535,00:01:54.28,0.415,0.47100000000000003
536,00:01:54.288,0.405,0.462
537,00:01:54.296,0.4,0.455
538,00:01:54.304,0.405,0.447
539,00:01:54.312,0.4,0.44
540,00:01:54.32,0.4,0.43200000000000005
541,00:01:54.328,0.4,0.424
542,00:01:54.336,0.4,0.415
543,00:01:54.344,0.405,0.40700000000000003
544,00:01:54.352,0.405,0.39799999999999996
545,00:01:54.36,0.41,0.38799999999999996
546,00:01:54.368,0.415,0.38
547,00:01:54.376,0.41,0.37200000000000005
548,00:01:54.384,0.415,0.366
549,00:01:54.392,0.41,0.36
550,00:01:54.4,0.415,0.355
551,00:01:54.408,0.405,0.35100000000000003
552,00:01:54.416,0.41,0.34700000000000003
553,00:01:54.424,0.41,0.342
554,00:01:54.432,0.41,0.337
555,00:01:54.44,0.405,0.33299999999999996
556,00:01:54.448,0.41,0.32799999999999996
557,00:01:54.456,0.41,0.325
558,00:01:54.464,0.41,0.32
559,00:01:54.472,0.41,0.315
560,00:01:54.48,0.415,0.311
561,00:01:54.488,0.415,0.307
562,00:01:54.496,0.41,0.303
563,00:01:54.504,0.415,0.301
564,00:01:54.512,0.42,0.299
565,00:01:54.52,0.425,0.298
566,00:01:54.528,0.43,0.29600000000000004
567,00:01:54.536,0.435,0.294
568,00:01:54.544,0.44,0.292
569,00:01:54.552,0.445,0.29
570,00:01:54.56,0.445,0.287
571,00:01:54.568,0.445,0.285
572,00:01:54.576,0.45,0.28300000000000003
573,00:01:54.584,0.45399999999999996,0.281
574,00:01:54.592,0.45,0.278
575,00:01:54.6,0.45399999999999996,0.276
576,00:01:54.608,0.45,0.275
577,00:01:54.616,0.45,0.273
578,00:01:54.624,0.45,0.27
579,00:01:54.632,0.45399999999999996,0.268
580,00:01:54.64,0.45,0.265
581,00:01:54.648,0.445,0.263
582,00:01:54.656,0.45,0.261
583,00:01:54.664,0.45,0.26
584,00:01:54.672,0.445,0.258
585,00:01:54.68,0.445,0.256
586,00:01:54.688,0.45,0.255
587,00:01:54.696,0.45,0.253
588,00:01:54.704,0.45,0.253
589,00:01:54.712,0.45,0.253
590,00:01:54.72,0.45399999999999996,0.253
591,00:01:54.728,0.45,0.254
592,00:01:54.736,0.45399999999999996,0.259
593,00:01:54.744,0.45,0.26899999999999996
594,00:01:54.752,0.461,0.28600000000000003
595,00:01:54.76,0.45399999999999996,0.312
596,00:01:54.768,0.45399999999999996,0.34600000000000003
597,00:01:54.776,0.45399999999999996,0.386
598,00:01:54.784,0.461,0.43200000000000005
599,00:01:54.792,0.47,0.48
600,00:01:54.8,0.49,0.521
601,00:01:54.808,0.495,0.5579999999999999
602,00:01:54.816,0.51,0.597
603,00:01:54.824,0.53,0.632
604,00:01:54.832,0.555,0.664
605,00:01:54.84,0.57,0.6890000000000001
606,00:01:54.848,0.575,0.708
607,00:01:54.856,0.55,0.72
608,00:01:54.864,0.515,0.726
609,00:01:54.872,0.485,0.728
610,00:01:54.88,0.466,0.725
611,00:01:54.888,0.44,0.7170000000000001
612,00:01:54.896,0.41,0.708
613,00:01:54.904,0.39,0.696
614,00:01:54.912,0.39,0.684
615,00:01:54.92,0.39,0.6709999999999999
616,00:01:54.928,0.385,0.6579999999999999
617,00:01:54.936,0.39,0.644
618,00:01:54.944,0.395,0.631
619,00:01:54.952,0.405,0.617
620,00:01:54.96,0.405,0.603
621,00:01:54.968,0.415,0.588
622,00:01:54.976,0.41,0.573
623,00:01:54.984,0.405,0.5579999999999999
624,00:01:54.992,0.45399999999999996,0.5429999999999999
625,00:01:55,0.475,0.532
626,00:01:55.008,0.47,0.522
627,00:01:55.016,0.5,0.512
628,00:01:55.024,0.47,0.504
629,00:01:55.032,0.415,0.49700000000000005
630,00:01:55.04,0.381,0.49
631,00:01:55.048,0.415,0.483
632,00:01:55.056,0.425,0.478
633,00:01:55.064,0.415,0.47200000000000003
634,00:01:55.072,0.405,0.466
635,00:01:55.08,0.41,0.45899999999999996
636,00:01:55.088,0.41,0.45299999999999996
637,00:01:55.096,0.415,0.446
638,00:01:55.104,0.415,0.44
639,00:01:55.112,0.41,0.433
640,00:01:55.12,0.415,0.426
641,00:01:55.128,0.41,0.419
642,00:01:55.136,0.41,0.41200000000000003
643,00:01:55.144,0.405,0.40399999999999997
644,00:01:55.152,0.415,0.395
645,00:01:55.16,0.41,0.386
646,00:01:55.168,0.41,0.377
647,00:01:55.176,0.405,0.37
648,00:01:55.184,0.405,0.365
649,00:01:55.192,0.405,0.359
650,00:01:55.2,0.41,0.355
651,00:01:55.208,0.405,0.35100000000000003
652,00:01:55.216,0.41,0.34700000000000003
653,00:01:55.224,0.405,0.34299999999999997
654,00:01:55.232,0.41,0.33899999999999997
655,00:01:55.24,0.415,0.336
656,00:01:55.248,0.415,0.33299999999999996
657,00:01:55.256,0.415,0.33
658,00:01:55.264,0.42,0.32899999999999996
659,00:01:55.272,0.42,0.326
660,00:01:55.28,0.42,0.325
661,00:01:55.288,0.43,0.322
662,00:01:55.296,0.43,0.318
663,00:01:55.304,0.44,0.316
664,00:01:55.312,0.445,0.314
665,00:01:55.32,0.445,0.311
666,00:01:55.328,0.45,0.308
667,00:01:55.336,0.461,0.304
668,00:01:55.344,0.461,0.3
669,00:01:55.352,0.466,0.297
670,00:01:55.36,0.461,0.294
671,00:01:55.368,0.47,0.29100000000000004
672,00:01:55.376,0.466,0.289
673,00:01:55.384,0.47,0.289
674,00:01:55.392,0.47,0.289
675,00:01:55.4,0.47,0.29
676,00:01:55.408,0.47,0.29100000000000004
677,00:01:55.416,0.47,0.29100000000000004
678,00:01:55.424,0.466,0.29
679,00:01:55.432,0.466,0.287
680,00:01:55.44,0.466,0.284
681,00:01:55.448,0.461,0.281
682,00:01:55.456,0.466,0.278
683,00:01:55.464,0.461,0.275
684,00:01:55.472,0.466,0.27399999999999997
685,00:01:55.48,0.47,0.27399999999999997
686,00:01:55.488,0.47,0.27399999999999997
687,00:01:55.496,0.47,0.275
688,00:01:55.504,0.47,0.27899999999999997
689,00:01:55.512,0.47,0.285
690,00:01:55.52,0.47,0.297
691,00:01:55.528,0.466,0.316
692,00:01:55.536,0.47,0.342
693,00:01:55.544,0.47,0.375
694,00:01:55.552,0.475,0.41600000000000004
695,00:01:55.56,0.48,0.462
696,00:01:55.568,0.49,0.509
697,00:01:55.576,0.49,0.557
698,00:01:55.584,0.51,0.602
699,00:01:55.592,0.52,0.642
700,00:01:55.6,0.539,0.674
701,00:01:55.608,0.56,0.698
702,00:01:55.616,0.585,0.718
703,00:01:55.624,0.59,0.735
704,00:01:55.632,0.555,0.747
705,00:01:55.64,0.52,0.753
706,00:01:55.648,0.485,0.755
707,00:01:55.656,0.461,0.753
708,00:01:55.664,0.435,0.747
709,00:01:55.672,0.415,0.7390000000000001
710,00:01:55.68,0.4,0.7290000000000001
711,00:01:55.688,0.395,0.7170000000000001
712,00:01:55.696,0.39,0.7040000000000001
713,00:01:55.704,0.395,0.691
714,00:01:55.712,0.395,0.6759999999999999
715,00:01:55.72,0.395,0.6609999999999999
716,00:01:55.728,0.4,0.644
717,00:01:55.736,0.405,0.628
