,Time,PLETH,II
420,00:24:55.900,-98,22.47
421,00:24:55.900,-111,17.06
422,00:24:55.900,-126,16.54
423,00:24:55.900,-139,12.11
424,00:24:55.900,-149,4.53
425,00:24:56.000,-154,-2.85
426,00:24:56.000,-157,-7.43
427,00:24:56.000,-157,-6.2
428,00:24:56.000,-154,-4.2
429,00:24:56.000,-145,-3.02
430,00:24:56.100,-137,-3.34
431,00:24:56.100,-125,-2.45
432,00:24:56.100,-117,-1.81
433,00:24:56.100,-110,-2.1
434,00:24:56.200,-104,-0.79
435,00:24:56.200,-100,18.21
436,00:24:56.200,-99,74.1
437,00:24:56.200,-97,-2.75
438,00:24:56.200,-95,-56.69
439,00:24:56.200,-91,-94.06
440,00:24:56.300,-87,-18.44
441,00:24:56.300,-83,5.18
442,00:24:56.300,-80,7.34
443,00:24:56.300,-78,5.69
444,00:24:56.300,-76,3.42
445,00:24:56.400,-74,2.11
446,00:24:56.400,-75,12.62
447,00:24:56.400,-80,29.13
448,00:24:56.400,-87,35.95
449,00:24:56.500,-101,33.09
450,00:24:56.500,-116,24.24
451,00:24:56.500,-128,9.74
452,00:24:56.500,-139,3.89
453,00:24:56.500,-146,3.95
454,00:24:56.600,-150,3.61
455,00:24:56.600,-153,2.31
456,00:24:56.600,-152,0.17
457,00:24:56.600,-148,-2.91
458,00:24:56.600,-141,-2.55
459,00:24:56.600,-131,-2.99
460,00:24:56.700,-122,-1.2
461,00:24:56.700,-113,0.37
462,00:24:56.700,-106,-1.32
463,00:24:56.700,-100,16.73
464,00:24:56.800,-97,78.17
465,00:24:56.800,-93,-5.71
466,00:24:56.800,-93,-54.71
467,00:24:56.800,-91,-94.19
468,00:24:56.800,-89,-22.03
469,00:24:56.800,-86,11.8
470,00:24:56.900,-83,16.01
471,00:24:56.900,-82,12.69
472,00:24:56.900,-80,10.49
473,00:24:56.900,-78,7.03
474,00:24:57.000,-78,11.32
475,00:24:57.000,-82,19.49
476,00:24:57.000,-90,29.32
477,00:24:57.000,-103,32.16
478,00:24:57.000,-118,25.02
479,00:24:57.000,-132,11.45
480,00:24:57.100,-140,0.67
481,00:24:57.100,-147,-2.29
482,00:24:57.100,-150,-4.56
483,00:24:57.100,-151,-6.4
484,00:24:57.200,-149,-7.0
485,00:24:57.200,-145,-3.37
486,00:24:57.200,-137,-0.02
487,00:24:57.200,-128,-1.28
488,00:24:57.200,-119,-1.18
489,00:24:57.300,-110,-0.87
490,00:24:57.300,-104,-0.67
491,00:24:57.300,-100,-0.33
492,00:24:57.300,-96,1.81
493,00:24:57.300,-94,3.88
494,00:24:57.400,-91,2.6
495,00:24:57.400,-89,-1.05
496,00:24:57.400,-87,16.77
497,00:24:57.400,-85,78.69
498,00:24:57.400,-81,-4.85
499,00:24:57.500,-77,-41.07
500,00:24:57.500,-75,-87.7
501,00:24:57.500,-72,-28.75
502,00:24:57.500,-70,-8.07
503,00:24:57.500,-69,-2.79
504,00:24:57.500,-67,-1.23
505,00:24:57.600,-67,2.21
506,00:24:57.600,-67,8.6
507,00:24:57.600,-69,16.05
508,00:24:57.600,-75,21.04
509,00:24:57.700,-87,23.59
510,00:24:57.700,-105,24.2
511,00:24:57.700,-123,20.82
512,00:24:57.700,-140,12.87
513,00:24:57.700,-150,4.23
514,00:24:57.700,-157,3.51
515,00:24:57.800,-161,4.1
516,00:24:57.800,-162,3.44
517,00:24:57.800,-160,1.95
518,00:24:57.800,-156,-0.12
519,00:24:57.800,-147,-1.76
520,00:24:57.900,-137,-2.5
521,00:24:57.900,-128,-4.1
522,00:24:57.900,-120,-1.28
523,00:24:57.900,-114,1.05
524,00:24:57.900,-110,2.54
525,00:24:58.000,-106,2.7
526,00:24:58.000,-104,0.93
527,00:24:58.000,-102,14.44
528,00:24:58.000,-98,70.94
529,00:24:58.000,-94,-10.08
530,00:24:58.100,-91,-39.7
531,00:24:58.100,-88,-84.42
532,00:24:58.100,-83,-17.67
533,00:24:58.100,-80,5.87
534,00:24:58.200,-78,6.73
535,00:24:58.200,-76,5.02
536,00:24:58.200,-74,3.08
537,00:24:58.200,-73,2.68
538,00:24:58.200,-72,9.43
539,00:24:58.200,-75,22.96
540,00:24:58.300,-84,32.06
541,00:24:58.300,-96,28.37
542,00:24:58.300,-110,21.76
543,00:24:58.300,-123,9.56
544,00:24:58.400,-132,-4.82
545,00:24:58.400,-141,-7.64
546,00:24:58.400,-145,-3.41
547,00:24:58.400,-149,-0.83
548,00:24:58.400,-149,0.37
549,00:24:58.500,-145,-0.11
550,00:24:58.500,-140,-1.8
551,00:24:58.500,-131,-3.42
552,00:24:58.500,-123,-6.83
553,00:24:58.500,-114,-6.5
554,00:24:58.500,-108,-0.02
555,00:24:58.600,-103,6.81
556,00:24:58.600,-99,9.07
557,00:24:58.600,-96,6.87
558,00:24:58.600,-95,1.0
559,00:24:58.600,-92,-2.97
560,00:24:58.700,-88,-6.75
561,00:24:58.700,-85,-6.87
562,00:24:58.700,-82,2.69
563,00:24:58.700,-83,11.28
564,00:24:58.700,-80,13.46
565,00:24:58.800,-77,10.13
566,00:24:58.800,-74,4.38
567,00:24:58.800,-72,-2.35
568,00:24:58.800,-72,-7.03
569,00:24:58.800,-72,-8.02
570,00:24:58.900,-71,3.25
571,00:24:58.900,-71,12.11
572,00:24:58.900,-70,12.04
573,00:24:58.900,-69,10.14
574,00:24:58.900,-70,4.67
575,00:24:59.000,-68,1.97
576,00:24:59.000,-69,5.4
577,00:24:59.000,-70,64.41
578,00:24:59.000,-68,32.1
579,00:24:59.000,-68,-12.19
580,00:24:59.100,-68,-61.56
581,00:24:59.100,-68,-50.85
582,00:24:59.100,-69,-21.34
583,00:24:59.100,-68,-6.2
584,00:24:59.100,-68,-4.67
585,00:24:59.200,-69,1.15
586,00:24:59.200,-71,7.71
587,00:24:59.200,-72,10.56
588,00:24:59.200,-78,13.01
589,00:24:59.300,-91,16.71
590,00:24:59.300,-109,20.78
591,00:24:59.300,-128,19.05
592,00:24:59.300,-146,17.87
593,00:24:59.300,-160,15.23
594,00:24:59.300,-167,11.02
595,00:24:59.300,-173,6.58
596,00:24:59.400,-176,3.02
597,00:24:59.400,-177,-3.33
598,00:24:59.400,-177,-8.88
599,00:24:59.500,-175,-5.83
600,00:24:59.500,-171,-3.65
601,00:24:59.500,-162,-2.99
602,00:24:59.500,-153,-2.36
603,00:24:59.500,-143,-2.81
604,00:24:59.500,-136,-2.86
605,00:24:59.600,-130,-1.89
606,00:24:59.600,-126,1.05
607,00:24:59.600,-121,6.18
608,00:24:59.600,-115,15.78
609,00:24:59.600,-113,34.69
610,00:24:59.700,-108,64.84
611,00:24:59.700,-105,99.66
612,00:24:59.700,-102,103.18
613,00:24:59.700,-100,53.09
614,00:24:59.700,-97,-22.39
615,00:24:59.800,-92,-67.61
616,00:24:59.800,-89,-91.58
617,00:24:59.800,-87,-97.25
618,00:24:59.800,-85,-94.25
619,00:24:59.800,-82,-90.41
620,00:24:59.900,-81,-85.63
621,00:24:59.900,-79,-77.58
622,00:24:59.900,-78,-50.79
623,00:24:59.900,-78,-24.97
624,00:24:59.900,-79,-3.43
625,00:25:00.000,-82,25.2
626,00:25:00.000,-89,52.45
627,00:25:00.000,-101,53.66
628,00:25:00.000,-115,49.09
629,00:25:00.000,-128,38.92
630,00:25:00.100,-137,44.97
631,00:25:00.100,-141,44.44
632,00:25:00.100,-143,41.28
633,00:25:00.100,-145,35.04
634,00:25:00.200,-144,26.89
635,00:25:00.200,-139,21.26
636,00:25:00.200,-130,15.81
637,00:25:00.200,-121,19.54
638,00:25:00.200,-113,22.58
639,00:25:00.300,-104,21.89
640,00:25:00.300,-101,19.91
641,00:25:00.300,-100,15.42
642,00:25:00.300,-98,9.02
643,00:25:00.300,-98,2.77
644,00:25:00.400,-96,8.23
645,00:25:00.400,-95,12.26
646,00:25:00.400,-93,13.1
647,00:25:00.400,-90,11.62
648,00:25:00.400,-88,8.72
649,00:25:00.400,-85,4.97
650,00:25:00.500,-82,-1.06
651,00:25:00.500,-82,52.38
652,00:25:00.500,-81,79.39
653,00:25:00.500,-80,43.18
654,00:25:00.500,-79,-8.3
655,00:25:00.600,-80,-42.3
656,00:25:00.600,-79,-44.49
657,00:25:00.600,-79,-44.75
658,00:25:00.600,-77,-42.4
659,00:25:00.600,-77,-35.63
660,00:25:00.600,-75,-27.13
661,00:25:00.700,-76,-21.29
662,00:25:00.700,-77,-18.45
663,00:25:00.700,-85,-14.64
664,00:25:00.700,-97,-4.81
665,00:25:00.800,-113,5.1
666,00:25:00.800,-130,5.04
667,00:25:00.800,-145,6.17
668,00:25:00.800,-157,8.76
669,00:25:00.900,-165,11.82
670,00:25:00.900,-171,14.32
671,00:25:00.900,-175,14.59
672,00:25:00.900,-176,12.63
673,00:25:00.900,-176,8.46
674,00:25:00.900,-171,-0.71
675,00:25:01.000,-166,-2.02
676,00:25:01.000,-159,1.29
677,00:25:01.000,-148,3.3
678,00:25:01.000,-139,4.34
679,00:25:01.000,-131,4.89
680,00:25:01.100,-126,3.81
681,00:25:01.100,-121,1.36
682,00:25:01.100,-117,2.95
683,00:25:01.100,-113,6.65
684,00:25:01.200,-108,21.25
685,00:25:01.200,-104,43.25
686,00:25:01.200,-99,83.05
687,00:25:01.200,-95,117.67
688,00:25:01.200,-91,173.89
689,00:25:01.200,-89,53.69
690,00:25:01.300,-87,-93.57
691,00:25:01.300,-86,-117.47
692,00:25:01.300,-83,-113.26
693,00:25:01.300,-82,-106.06
694,00:25:01.300,-80,-98.77
695,00:25:01.400,-79,-92.71
696,00:25:01.400,-78,-85.32
697,00:25:01.400,-76,-73.36
698,00:25:01.400,-74,-55.92
699,00:25:01.400,-75,-39.78
700,00:25:01.500,-80,-16.88
701,00:25:01.500,-90,21.99
702,00:25:01.500,-106,48.32
703,00:25:01.500,-120,51.95
704,00:25:01.500,-134,54.64
705,00:25:01.600,-146,53.91
706,00:25:01.600,-155,51.89
707,00:25:01.600,-160,48.41
708,00:25:01.600,-161,42.89
709,00:25:01.700,-158,35.09
710,00:25:01.700,-153,25.53
711,00:25:01.700,-146,17.98
712,00:25:01.700,-139,23.17
713,00:25:01.700,-134,34.58
714,00:25:01.700,-126,42.34
715,00:25:01.700,-120,66.64
716,00:25:01.800,-114,103.7
717,00:25:01.800,-107,134.98
718,00:25:01.800,-103,80.75
719,00:25:01.800,-100,12.91
720,00:25:01.800,-99,-47.15
721,00:25:01.900,-97,-93.3
722,00:25:01.900,-94,-115.89
723,00:25:01.900,-91,-111.43
724,00:25:01.900,-87,-101.37
725,00:25:02.000,-84,-95.67
726,00:25:02.000,-80,-93.15
727,00:25:02.000,-78,-88.21
728,00:25:02.000,-76,-77.96
729,00:25:02.000,-75,-53.33
730,00:25:02.000,-76,-4.07
731,00:25:02.100,-80,43.61
732,00:25:02.100,-90,66.86
733,00:25:02.100,-102,63.16
734,00:25:02.100,-115,55.12
735,00:25:02.200,-127,52.19
736,00:25:02.200,-133,49.32
737,00:25:02.200,-136,45.32
738,00:25:02.200,-136,40.65
739,00:25:02.200,-134,33.15
740,00:25:02.200,-128,30.86
741,00:25:02.300,-121,27.42
742,00:25:02.300,-114,23.28
743,00:25:02.300,-106,16.71
744,00:25:02.300,-101,11.06
745,00:25:02.300,-96,6.85
746,00:25:02.400,-94,6.92
747,00:25:02.400,-93,16.19
748,00:25:02.400,-91,90.15
749,00:25:02.400,-90,20.73
750,00:25:02.400,-89,-32.24
751,00:25:02.500,-89,-85.4
752,00:25:02.500,-86,-45.46
753,00:25:02.500,-86,-11.08
754,00:25:02.500,-84,-3.72
755,00:25:02.500,-82,-0.86
756,00:25:02.600,-81,0.49
757,00:25:02.600,-80,3.71
758,00:25:02.600,-79,5.88
759,00:25:02.600,-81,10.18
760,00:25:02.600,-87,15.49
761,00:25:02.700,-98,19.7
762,00:25:02.700,-113,16.5
763,00:25:02.700,-129,9.17
764,00:25:02.700,-141,-1.19
765,00:25:02.800,-150,-5.36
766,00:25:02.800,-157,-1.12
767,00:25:02.800,-159,-0.58
768,00:25:02.800,-159,-1.42
769,00:25:02.900,-157,-2.2
770,00:25:02.900,-152,-4.35
771,00:25:02.900,-146,-5.88
772,00:25:02.900,-138,-5.92
773,00:25:02.900,-130,-2.47
774,00:25:02.900,-125,-0.44
775,00:25:02.900,-121,3.01
776,00:25:03.000,-116,0.93
777,00:25:03.000,-113,-0.96
778,00:25:03.000,-111,-1.71
779,00:25:03.000,-107,-1.8
780,00:25:03.100,-103,32.32
781,00:25:03.100,-101,22.65
782,00:25:03.100,-98,-8.32
783,00:25:03.100,-94,-55.39
784,00:25:03.100,-91,-50.83
785,00:25:03.100,-90,-21.51
786,00:25:03.200,-89,-8.67
787,00:25:03.200,-87,-5.53
788,00:25:03.200,-86,1.69
789,00:25:03.200,-85,8.45
790,00:25:03.300,-83,13.16
791,00:25:03.300,-85,18.64
792,00:25:03.300,-91,21.39
793,00:25:03.300,-104,22.54
794,00:25:03.400,-120,23.78
795,00:25:03.400,-134,20.28
796,00:25:03.400,-145,14.12
797,00:25:03.400,-152,8.01
798,00:25:03.400,-158,1.67
799,00:25:03.400,-161,-5.67
800,00:25:03.400,-162,-14.81
801,00:25:03.500,-162,-7.18
802,00:25:03.500,-159,-3.04
803,00:25:03.500,-155,-1.03
