,Time,II,PLETH
84,00:38:34.9,17.44,-134
85,00:38:35,196.17,-131
86,00:38:35,234.94,-131
87,00:38:35,218.42,-129
88,00:38:35.1,202.44,-126
89,00:38:35.1,188.87,-123
90,00:38:35.1,186.94,-119
91,00:38:35.1,183.72,-120
92,00:38:35.1,177.68,-119
93,00:38:35.1,159.97,-117
94,00:38:35.1,106.45,-116
95,00:38:35.2,26.26,-114
96,00:38:35.2,-48.57,-115
97,00:38:35.3,-103.45,-114
98,00:38:35.3,-143.69,-111
99,00:38:35.3,-161.38,-109
100,00:38:35.3,-164.72,-106
101,00:38:35.3,-154.59,-106
102,00:38:35.3,-139.74,-106
103,00:38:35.3,-120.98,-104
104,00:38:35.4,-105.19,-102
105,00:38:35.4,-95.3,-100
106,00:38:35.4,-83.19,-101
107,00:38:35.4,-62.99,-101
108,00:38:35.4,-35.36,-102
109,00:38:35.5,-17.98,-100
110,00:38:35.5,-7.98,-100
111,00:38:35.5,-3.57,-99
112,00:38:35.5,-0.69,-97
113,00:38:35.5,3.19,-96
114,00:38:35.6,9.92,-97
115,00:38:35.6,14.73,-97
116,00:38:35.6,16.38,-94
117,00:38:35.6,18.63,-95
118,00:38:35.6,20.69,-95
119,00:38:35.7,21.92,-96
120,00:38:35.7,21.62,-96
121,00:38:35.7,18.8,-95
122,00:38:35.7,59.19,-95
123,00:38:35.8,190.18,-95
124,00:38:35.8,172.29,-97
125,00:38:35.8,17.03,-97
126,00:38:35.8,-81.91,-98
127,00:38:35.8,-82.91,-97
128,00:38:35.8,-76.91,-97
129,00:38:35.8,-68.56,-97
130,00:38:35.9,-59.02,-95
131,00:38:35.9,-50.54,-96
132,00:38:35.9,-40.74,-96
133,00:38:35.9,-37.23,-99
134,00:38:36,-37.12,-109
135,00:38:36,-34.41,-120
136,00:38:36,-25.96,-129
137,00:38:36,-7.28,-136
138,00:38:36.1,14.85,-143
139,00:38:36.1,31.35,-147
140,00:38:36.1,43.1,-150
141,00:38:36.1,51.52,-151
142,00:38:36.1,49.41,-153
143,00:38:36.2,40.72,-152
144,00:38:36.2,32.92,-151
145,00:38:36.2,30.67,-149
146,00:38:36.2,19.27,-146
147,00:38:36.2,-25.65,-143
148,00:38:36.3,-113.75,-141
149,00:38:36.3,-181.02,-139
150,00:38:36.3,-165.97,-140
151,00:38:36.3,5.32,-137
152,00:38:36.3,172.62,-134
153,00:38:36.4,153.1,-130
154,00:38:36.4,144.85,-126
155,00:38:36.4,131.5,-124
156,00:38:36.4,124.57,-125
157,00:38:36.4,119.64,-121
158,00:38:36.5,114.66,-117
159,00:38:36.5,110.8,-115
160,00:38:36.5,101.48,-116
161,00:38:36.5,77.85,-115
162,00:38:36.5,42.12,-113
163,00:38:36.6,9.54,-111
164,00:38:36.6,-18.99,-108
165,00:38:36.6,-47.27,-109
166,00:38:36.6,-76.82,-112
167,00:38:36.6,-90.37,-115
168,00:38:36.7,-92.17,-117
169,00:38:36.7,-89.31,-115
170,00:38:36.7,-84.9,-113
171,00:38:36.7,-71.46,-111
172,00:38:36.7,-51.2,-108
173,00:38:36.8,-38.69,-107
174,00:38:36.8,-34.24,-106
175,00:38:36.8,-32.01,-104
176,00:38:36.8,-30.72,-103
177,00:38:36.8,-26.89,-101
178,00:38:36.8,-17.14,-100
179,00:38:36.9,-10.06,-99
180,00:38:36.9,-6.64,-98
181,00:38:36.9,-5.86,-97
182,00:38:36.9,-6.98,-96
183,00:38:36.9,-8.26,-97
184,00:38:36.9,-6.02,-97
185,00:38:37,-0.45,-96
186,00:38:37,4.04,-96
187,00:38:37,5.46,-96
188,00:38:37,8.74,-95
189,00:38:37,10.92,-95
190,00:38:37.1,12.12,-95
191,00:38:37.1,12.41,-96
192,00:38:37.1,12.04,-97
193,00:38:37.1,12.03,-98
194,00:38:37.2,12.97,-98
195,00:38:37.2,13.65,-98
196,00:38:37.2,14.85,-96
197,00:38:37.2,15.91,-95
198,00:38:37.2,16.2,-95
199,00:38:37.3,16.38,-94
200,00:38:37.3,17.29,-93
201,00:38:37.3,17.45,-93
202,00:38:37.3,16.98,-92
203,00:38:37.3,17.56,-92
204,00:38:37.4,19.27,-92
205,00:38:37.4,21.09,-92
206,00:38:37.4,18.57,-91
207,00:38:37.4,24.5,-93
208,00:38:37.4,90.16,-94
209,00:38:37.5,183.74,-93
210,00:38:37.5,61.91,-95
211,00:38:37.5,-79.22,-95
212,00:38:37.5,-88.39,-95
213,00:38:37.6,-78.39,-95
214,00:38:37.6,-67.56,-94
215,00:38:37.6,-64.06,-94
216,00:38:37.6,-59.08,-93
217,00:38:37.6,-56.05,-92
218,00:38:37.7,-50.69,-95
219,00:38:37.7,-47.38,-101
220,00:38:37.7,-43.59,-110
221,00:38:37.7,-36.51,-119
222,00:38:37.7,-22.26,-128
223,00:38:37.7,-3.54,-136
224,00:38:37.7,4.73,-141
225,00:38:37.8,9.14,-147
226,00:38:37.8,19.31,-151
227,00:38:37.8,28.79,-151
228,00:38:37.8,31.96,-149
229,00:38:37.9,29.58,-147
230,00:38:37.9,28.08,-148
231,00:38:37.9,35.66,-146
232,00:38:37.9,-27.55,-144
233,00:38:38,-253.95,-142
234,00:38:38,-260.71,-139
235,00:38:38,-237.93,-138
236,00:38:38,-32.77,-138
237,00:38:38,174.26,-137
238,00:38:38,278.2,-134
239,00:38:38.1,284.45,-130
240,00:38:38.1,264.15,-126
241,00:38:38.1,243.01,-125
242,00:38:38.1,226.74,-123
243,00:38:38.1,219.19,-120
244,00:38:38.1,201.28,-118
245,00:38:38.2,173.61,-117
246,00:38:38.2,129.66,-116
247,00:38:38.2,69.61,-116
248,00:38:38.2,4.51,-115
249,00:38:38.2,-64.63,-114
250,00:38:38.3,-111.93,-110
251,00:38:38.3,-138.3,-109
252,00:38:38.3,-157.5,-110
253,00:38:38.3,-162.97,-109
254,00:38:38.4,-157.94,-108
255,00:38:38.4,-150.75,-105
256,00:38:38.4,-138.74,-105
257,00:38:38.4,-123.62,-104
258,00:38:38.4,-104.09,-103
259,00:38:38.4,-81.55,-102
260,00:38:38.5,-63.92,-100
261,00:38:38.5,-50.39,-99
262,00:38:38.5,-46.76,-98
263,00:38:38.5,-40.26,-98
264,00:38:38.6,-34.75,-98
265,00:38:38.6,-26.55,-98
266,00:38:38.6,-13.63,-97
267,00:38:38.6,-5.41,-99
268,00:38:38.6,13.89,-99
269,00:38:38.6,112.12,-98
270,00:38:38.7,205.17,-97
271,00:38:38.7,96.62,-98
272,00:38:38.7,-71.69,-97
273,00:38:38.7,-90.92,-97
274,00:38:38.8,-75.41,-96
275,00:38:38.8,-53.54,-94
276,00:38:38.8,-34.58,-93
277,00:38:38.8,-23.28,-93
278,00:38:38.8,-19.85,-93
279,00:38:38.9,-17.93,-97
280,00:38:38.9,-13.88,-104
281,00:38:38.9,-9.0,-113
282,00:38:38.9,-3.68,-122
283,00:38:38.9,10.77,-130
284,00:38:38.9,32.73,-137
285,00:38:39,47.0,-144
286,00:38:39,61.37,-149
287,00:38:39,71.99,-149
288,00:38:39,70.73,-151
289,00:38:39,64.36,-152
290,00:38:39.1,54.87,-149
291,00:38:39.1,49.6,-147
292,00:38:39.1,48.22,-143
293,00:38:39.1,42.54,-140
294,00:38:39.1,33.42,-139
295,00:38:39.2,26.75,-137
296,00:38:39.2,21.89,-136
297,00:38:39.2,17.35,-136
298,00:38:39.2,4.42,-136
299,00:38:39.3,23.38,-133
300,00:38:39.3,152.21,-130
301,00:38:39.3,232.12,-127
302,00:38:39.3,36.88,-125
303,00:38:39.3,-114.58,-122
304,00:38:39.4,-109.33,-123
305,00:38:39.4,-100.81,-120
306,00:38:39.4,-86.73,-118
307,00:38:39.4,-76.91,-115
308,00:38:39.4,-73.85,-114
309,00:38:39.5,-70.56,-114
310,00:38:39.5,-67.62,-113
311,00:38:39.5,-63.52,-114
312,00:38:39.5,-54.18,-114
313,00:38:39.5,-38.96,-115
314,00:38:39.6,-24.07,-121
315,00:38:39.6,-12.39,-128
316,00:38:39.6,-3.7,-134
317,00:38:39.6,1.55,-139
318,00:38:39.6,12.39,-143
319,00:38:39.6,22.03,-144
320,00:38:39.7,26.3,-143
321,00:38:39.7,30.73,-140
322,00:38:39.7,38.67,-136
323,00:38:39.7,45.6,-134
324,00:38:39.8,45.27,-134
325,00:38:39.8,39.97,-133
326,00:38:39.8,33.83,-132
327,00:38:39.8,29.23,-130
328,00:38:39.8,28.12,-128
329,00:38:39.9,30.34,-124
330,00:38:39.9,22.72,-120
331,00:38:39.9,66.49,-118
332,00:38:39.9,192.36,-117
333,00:38:39.9,182.72,-116
334,00:38:40,31.06,-115
335,00:38:40,-95.97,-113
336,00:38:40,-85.75,-109
337,00:38:40,-83.93,-108
338,00:38:40,-80.76,-107
339,00:38:40.1,-76.94,-107
340,00:38:40.1,-72.91,-107
341,00:38:40.1,-67.43,-108
342,00:38:40.1,-60.19,-105
343,00:38:40.1,-45.21,-108
344,00:38:40.2,-26.93,-113
345,00:38:40.2,-9.12,-119
346,00:38:40.2,3.81,-127
347,00:38:40.2,17.29,-133
348,00:38:40.2,29.79,-139
349,00:38:40.2,31.9,-142
350,00:38:40.3,33.81,-142
351,00:38:40.3,31.51,-141
352,00:38:40.3,25.15,-140
353,00:38:40.3,17.0,-138
354,00:38:40.4,13.01,-135
355,00:38:40.4,8.58,-133
356,00:38:40.4,3.95,-132
357,00:38:40.4,3.49,-129
358,00:38:40.4,4.01,-127
359,00:38:40.5,3.72,-123
360,00:38:40.5,3.07,-120
361,00:38:40.5,0.49,-118
362,00:38:40.5,-8.25,-116
363,00:38:40.5,-21.22,-114
364,00:38:40.6,-26.26,-112
365,00:38:40.6,-31.48,-111
366,00:38:40.6,-37.91,-110
367,00:38:40.6,-25.62,-109
368,00:38:40.6,56.49,-107
369,00:38:40.6,159.37,-104
370,00:38:40.7,60.81,-101
371,00:38:40.7,-95.49,-101
372,00:38:40.7,-98.8,-102
373,00:38:40.7,-88.27,-101
374,00:38:40.8,-72.05,-101
375,00:38:40.8,-46.44,-99
376,00:38:40.8,-25.45,-97
377,00:38:40.8,-12.52,-97
378,00:38:40.8,-8.82,-96
379,00:38:40.9,-9.42,-97
380,00:38:40.9,-5.27,-102
381,00:38:40.9,2.72,-107
382,00:38:40.9,13.38,-112
383,00:38:40.9,29.84,-119
384,00:38:41,45.9,-127
385,00:38:41,47.36,-132
386,00:38:41,44.45,-137
387,00:38:41,42.97,-139
388,00:38:41,42.98,-136
389,00:38:41,41.38,-132
390,00:38:41.1,37.97,-129
391,00:38:41.1,35.24,-127
392,00:38:41.1,34.75,-127
393,00:38:41.1,31.42,-125
394,00:38:41.1,26.17,-125
395,00:38:41.2,20.35,-121
396,00:38:41.2,14.0,-120
397,00:38:41.2,7.04,-117
398,00:38:41.2,5.37,-114
399,00:38:41.2,6.47,-114
400,00:38:41.3,6.31,-112
401,00:38:41.3,-1.22,-113
402,00:38:41.3,34.71,-112
403,00:38:41.3,141.85,-109
404,00:38:41.4,181.55,-107
405,00:38:41.4,25.01,-102
406,00:38:41.4,-74.94,-101
407,00:38:41.4,-72.25,-99
408,00:38:41.4,-65.06,-99
409,00:38:41.4,-58.89,-98
410,00:38:41.5,-53.55,-96
411,00:38:41.5,-47.57,-96
412,00:38:41.5,-41.47,-95
413,00:38:41.5,-34.83,-95
414,00:38:41.5,-30.57,-97
415,00:38:41.6,-23.88,-100
416,00:38:41.6,-16.42,-102
417,00:38:41.6,-12.25,-106
418,00:38:41.6,-0.25,-114
419,00:38:41.6,21.92,-120
420,00:38:41.7,35.3,-126
421,00:38:41.7,35.77,-130
422,00:38:41.7,34.19,-132
423,00:38:41.7,29.73,-132
424,00:38:41.8,19.09,-128
425,00:38:41.8,12.42,-125
426,00:38:41.8,9.95,-123
427,00:38:41.8,9.52,-122
428,00:38:41.8,10.66,-120
429,00:38:41.9,11.07,-119
430,00:38:41.9,11.57,-119
431,00:38:41.9,10.97,-118
432,00:38:41.9,10.06,-116
433,00:38:41.9,9.08,-112
434,00:38:41.9,8.81,-109
435,00:38:42,7.53,-106
436,00:38:42,4.56,-104
437,00:38:42,42.88,-103
438,00:38:42,151.96,-102
439,00:38:42.1,109.61,-101
440,00:38:42.1,-66.79,-99
441,00:38:42.1,-120.11,-98
442,00:38:42.1,-110.53,-96
443,00:38:42.1,-97.92,-95
444,00:38:42.1,-82.89,-94
445,00:38:42.2,-67.24,-93
446,00:38:42.2,-58.08,-93
447,00:38:42.2,-54.95,-92
448,00:38:42.2,-53.53,-94
449,00:38:42.2,-49.1,-96
450,00:38:42.3,-34.57,-102
451,00:38:42.3,-13.87,-109
452,00:38:42.3,7.99,-116
453,00:38:42.3,25.12,-122
454,00:38:42.4,35.7,-128
455,00:38:42.4,35.89,-128
456,00:38:42.4,33.55,-132
457,00:38:42.4,30.63,-133
458,00:38:42.4,25.93,-134
459,00:38:42.4,20.83,-132
460,00:38:42.5,18.44,-127
461,00:38:42.5,16.99,-124
462,00:38:42.5,14.45,-123
463,00:38:42.5,19.24,-122
464,00:38:42.5,23.75,-121
465,00:38:42.6,25.3,-118
466,00:38:42.6,25.18,-116
467,00:38:42.6,24.85,-114
468,00:38:42.6,24.88,-112
469,00:38:42.7,24.12,-108
470,00:38:42.7,24.31,-105
471,00:38:42.7,24.06,-103
472,00:38:42.7,23.34,-102
473,00:38:42.7,22.88,-102
474,00:38:42.7,21.92,-101
475,00:38:42.8,20.12,-101
476,00:38:42.8,15.47,-99
477,00:38:42.8,11.82,-97
478,00:38:42.8,9.25,-96
479,00:38:42.9,4.61,-94
480,00:38:42.9,-1.27,-92
481,00:38:42.9,-3.7,-92
482,00:38:42.9,-11.15,-91
483,00:38:42.9,30.54,-91
484,00:38:42.9,158.77,-91
485,00:38:43,160.85,-91
486,00:38:43,42.69,-91
487,00:38:43,-111.51,-92
488,00:38:43,-106.32,-92
489,00:38:43,-99.6,-91
490,00:38:43,-91.44,-89
491,00:38:43.1,-82.5,-88
492,00:38:43.1,-71.48,-88
493,00:38:43.1,-60.48,-87
494,00:38:43.2,-51.94,-88
495,00:38:43.2,-41.21,-93
496,00:38:43.2,-31.69,-99
497,00:38:43.2,-21.48,-107
498,00:38:43.2,-1.95,-114
499,00:38:43.2,18.18,-121
500,00:38:43.2,26.1,-127
501,00:38:43.3,26.64,-132
502,00:38:43.3,28.77,-136
503,00:38:43.3,31.51,-137
504,00:38:43.3,33.28,-135
505,00:38:43.3,33.18,-131
506,00:38:43.4,34.22,-127
507,00:38:43.4,34.43,-126
508,00:38:43.4,32.51,-125
509,00:38:43.4,36.2,-125
510,00:38:43.5,33.73,-124
511,00:38:43.5,-72.24,-122
512,00:38:43.5,-204.01,-121
513,00:38:43.5,-54.6,-120
514,00:38:43.5,-32.4,-118
515,00:38:43.6,42.35,-117
516,00:38:43.6,177.58,-114
517,00:38:43.6,174.23,-110
518,00:38:43.6,162.91,-106
519,00:38:43.6,148.51,-106
520,00:38:43.7,138.73,-104
521,00:38:43.7,133.91,-102
522,00:38:43.7,130.29,-99
523,00:38:43.7,121.69,-97
524,00:38:43.8,103.03,-97
525,00:38:43.8,65.43,-97
526,00:38:43.8,17.68,-99
527,00:38:43.8,-19.37,-99
528,00:38:43.8,-49.41,-99
529,00:38:43.8,-73.66,-100
530,00:38:43.9,-98.33,-98
531,00:38:43.9,-125.57,-97
532,00:38:43.9,-86.27,-94
533,00:38:43.9,-33.26,-93
534,00:38:44,-57.97,-92
535,00:38:44,-167.2,-90
536,00:38:44,-79.5,-90
537,00:38:44,-32.82,-91
538,00:38:44,-19.41,-90
539,00:38:44,-16.38,-92
540,00:38:44.1,-14.2,-91
541,00:38:44.1,-12.45,-91
542,00:38:44.1,-8.19,-91
543,00:38:44.1,2.54,-90
544,00:38:44.1,19.09,-91
545,00:38:44.2,32.89,-93
546,00:38:44.2,34.31,-93
547,00:38:44.2,32.37,-95
548,00:38:44.2,26.35,-97
549,00:38:44.2,16.71,-100
550,00:38:44.2,11.54,-101
551,00:38:44.3,15.46,-100
552,00:38:44.3,30.57,-99
553,00:38:44.3,116.7,-99
554,00:38:44.3,263.21,-98
555,00:38:44.4,255.5,-97
556,00:38:44.4,240.04,-96
557,00:38:44.4,207.8,-96
558,00:38:44.4,-171.06,-96
559,00:38:44.4,-374.73,-95
560,00:38:44.4,-345.38,-94
561,00:38:44.5,-316.44,-93
562,00:38:44.5,-286.2,-92
563,00:38:44.5,-257.52,-95
564,00:38:44.5,-227.27,-96
565,00:38:44.6,-196.16,-97
566,00:38:44.6,-161.8,-96
567,00:38:44.6,-106.15,-95
568,00:38:44.6,-42.92,-94
569,00:38:44.6,43.04,-96
570,00:38:44.6,113.56,-96
571,00:38:44.7,151.26,-97
572,00:38:44.7,174.92,-99
573,00:38:44.7,181.07,-101
574,00:38:44.7,182.19,-102
575,00:38:44.7,174.35,-100
576,00:38:44.8,156.75,-99
577,00:38:44.8,139.49,-96
578,00:38:44.8,121.45,-96
579,00:38:44.8,106.11,-96
580,00:38:44.9,94.96,-96
581,00:38:44.9,83.4,-98
582,00:38:44.9,70.29,-98
583,00:38:44.9,53.56,-98
584,00:38:44.9,45.47,-99
585,00:38:45,39.17,-98
586,00:38:45,33.56,-98
587,00:38:45,25.89,-97
588,00:38:45,15.8,-96
589,00:38:45,3.7,-94
590,00:38:45.1,-3.86,-95
591,00:38:45.1,-3.36,-96
592,00:38:45.1,-1.67,-95
593,00:38:45.1,-0.71,-95
594,00:38:45.1,-1.11,-95
595,00:38:45.2,-3.95,-95
596,00:38:45.2,-14.53,-94
597,00:38:45.2,-0.76,-94
598,00:38:45.2,90.49,-92
599,00:38:45.2,160.82,-92
600,00:38:45.2,28.65,-92
601,00:38:45.3,-112.03,-92
602,00:38:45.3,-124.19,-92
603,00:38:45.3,-119.28,-91
604,00:38:45.3,-108.87,-93
605,00:38:45.4,-89.35,-94
606,00:38:45.4,-73.99,-95
607,00:38:45.4,-60.14,-97
608,00:38:45.4,-44.52,-102
609,00:38:45.4,-44.85,-108
610,00:38:45.4,-51.21,-114
611,00:38:45.5,-49.05,-119
612,00:38:45.5,-32.15,-125
613,00:38:45.5,-6.26,-131
614,00:38:45.6,5.43,-134
615,00:38:45.6,11.74,-135
616,00:38:45.6,20.34,-135
617,00:38:45.6,26.6,-133
618,00:38:45.6,29.01,-130
619,00:38:45.6,23.71,-127
620,00:38:45.6,29.77,-126
621,00:38:45.7,22.56,-126
622,00:38:45.7,-144.61,-125
623,00:38:45.7,-249.9,-124
624,00:38:45.7,-231.6,-121
625,00:38:45.8,-63.95,-118
626,00:38:45.8,149.79,-116
627,00:38:45.8,283.99,-116
628,00:38:45.8,302.7,-116
629,00:38:45.9,279.33,-117
630,00:38:45.9,252.67,-114
631,00:38:45.9,231.26,-113
632,00:38:45.9,210.22,-115
633,00:38:45.9,193.77,-114
634,00:38:45.9,174.91,-113
635,00:38:45.9,145.39,-110
636,00:38:46,91.64,-109
637,00:38:46,17.1,-108
638,00:38:46,-49.04,-106
639,00:38:46,-98.42,-106
640,00:38:46,-134.76,-104
641,00:38:46.1,-147.22,-102
642,00:38:46.1,-145.73,-102
643,00:38:46.1,-140.88,-101
644,00:38:46.1,-133.69,-102
645,00:38:46.2,-122.39,-103
646,00:38:46.2,-104.61,-102
647,00:38:46.2,-87.94,-102
648,00:38:46.2,-72.5,-102
649,00:38:46.2,-57.62,-102
650,00:38:46.2,-43.48,-101
651,00:38:46.3,-33.67,-101
652,00:38:46.3,-28.89,-98
653,00:38:46.3,-27.37,-97
654,00:38:46.3,-24.4,-97
655,00:38:46.3,-20.53,-96
656,00:38:46.4,-15.41,-97
657,00:38:46.4,-10.81,-98
658,00:38:46.4,-15.28,-98
659,00:38:46.4,13.83,-98
660,00:38:46.4,136.78,-98
661,00:38:46.5,204.8,-98
662,00:38:46.5,33.2,-97
663,00:38:46.5,-87.32,-95
664,00:38:46.5,-83.31,-95
665,00:38:46.6,-76.85,-95
666,00:38:46.6,-68.7,-95
667,00:38:46.6,-55.6,-95
668,00:38:46.6,-42.14,-94
669,00:38:46.6,-32.05,-95
670,00:38:46.6,-25.13,-99
671,00:38:46.7,-25.06,-107
672,00:38:46.7,-26.13,-115
673,00:38:46.7,-19.99,-122
674,00:38:46.7,-0.66,-126
675,00:38:46.7,24.56,-130
676,00:38:46.8,41.69,-131
677,00:38:46.8,53.31,-132
678,00:38:46.8,56.37,-132
679,00:38:46.8,50.81,-131
680,00:38:46.9,43.75,-131
681,00:38:46.9,43.34,-131
682,00:38:46.9,38.39,-129
683,00:38:46.9,8.04,-126
684,00:38:46.9,-75.21,-125
685,00:38:46.9,-166.92,-123
686,00:38:47,-142.43,-124
687,00:38:47,25.12,-122
688,00:38:47,198.13,-121
689,00:38:47,203.69,-118
690,00:38:47.1,205.68,-115
691,00:38:47.1,201.38,-113
692,00:38:47.1,190.94,-113
693,00:38:47.1,172.93,-113
694,00:38:47.1,146.14,-111
695,00:38:47.1,112.07,-110
696,00:38:47.2,86.19,-111
697,00:38:47.2,54.37,-111
698,00:38:47.2,11.77,-110
699,00:38:47.2,-33.12,-109
700,00:38:47.2,-76.8,-109
701,00:38:47.3,-120.59,-106
702,00:38:47.3,-144.43,-105
703,00:38:47.3,-150.21,-104
704,00:38:47.3,-142.64,-104
705,00:38:47.4,-129.72,-103
706,00:38:47.4,-114.29,-102
707,00:38:47.4,-97.6,-99
708,00:38:47.4,-85.25,-99
709,00:38:47.5,-73.21,-99
710,00:38:47.5,-63.31,-99
711,00:38:47.5,-38.89,-100
712,00:38:47.5,-2.03,-101
713,00:38:47.5,8.6,-102
714,00:38:47.6,9.52,-101
715,00:38:47.6,5.46,-100
716,00:38:47.6,-2.02,-99
717,00:38:47.6,-7.47,-99
718,00:38:47.6,-9.31,-98
719,00:38:47.7,-4.63,-98
720,00:38:47.7,-0.59,-97
721,00:38:47.7,3.88,-97
722,00:38:47.7,2.03,-98
723,00:38:47.7,41.07,-98
724,00:38:47.7,156.23,-98
725,00:38:47.7,168.04,-96
726,00:38:47.8,46.65,-96
727,00:38:47.8,-61.56,-96
728,00:38:47.8,-64.73,-97
729,00:38:47.8,-54.92,-97
730,00:38:47.8,-38.02,-97
731,00:38:47.9,-21.29,-98
732,00:38:47.9,-13.35,-100
733,00:38:47.9,-9.54,-101
734,00:38:47.9,-7.79,-104
735,00:38:47.9,-5.47,-111
736,00:38:48,-0.63,-115
737,00:38:48,14.1,-119
738,00:38:48,43.72,-123
739,00:38:48.1,65.1,-127
740,00:38:48.1,66.51,-130
741,00:38:48.1,65.8,-132
742,00:38:48.1,64.12,-132
743,00:38:48.1,60.31,-130
744,00:38:48.2,53.89,-127
745,00:38:48.2,47.77,-124
746,00:38:48.2,54.78,-121
747,00:38:48.2,-33.38,-122
748,00:38:48.2,-290.55,-123
749,00:38:48.3,-290.02,-123
750,00:38:48.3,-275.39,-121
751,00:38:48.3,-75.57,-120
752,00:38:48.3,68.04,-119
753,00:38:48.3,177.83,-118
754,00:38:48.3,252.72,-118
755,00:38:48.4,251.18,-116
756,00:38:48.4,241.37,-112
757,00:38:48.4,225.58,-111
758,00:38:48.4,205.99,-111
759,00:38:48.4,193.66,-111
760,00:38:48.4,174.69,-109
761,00:38:48.5,137.52,-107
762,00:38:48.5,80.79,-106
763,00:38:48.5,19.45,-107
764,00:38:48.6,-43.07,-107
765,00:38:48.6,-105.27,-106
766,00:38:48.6,-158.5,-104
767,00:38:48.6,-189.07,-103
768,00:38:48.6,-195.39,-104
769,00:38:48.7,-186.34,-104
770,00:38:48.7,-168.77,-104
771,00:38:48.7,-141.55,-103
772,00:38:48.7,-116.36,-102
773,00:38:48.7,-102.28,-102
774,00:38:48.7,-93.18,-102
775,00:38:48.7,-77.09,-101
776,00:38:48.8,-48.06,-100
777,00:38:48.8,-14.37,-99
778,00:38:48.8,14.13,-98
779,00:38:48.8,30.52,-98
780,00:38:48.9,37.23,-96
781,00:38:48.9,40.0,-98
782,00:38:48.9,42.3,-99
783,00:38:48.9,40.95,-98
784,00:38:48.9,42.38,-100
785,00:38:48.9,45.9,-100
786,00:38:49,48.78,-102
787,00:38:49,48.87,-101
788,00:38:49,47.14,-100
789,00:38:49.1,46.14,-100
790,00:38:49.1,47.28,-100
791,00:38:49.1,42.84,-100
792,00:38:49.1,69.58,-102
793,00:38:49.1,162.12,-102
794,00:38:49.2,196.56,-102
795,00:38:49.2,32.65,-99
796,00:38:49.2,-81.37,-98
797,00:38:49.2,-76.4,-98
798,00:38:49.2,-67.36,-99
799,00:38:49.2,-56.37,-99
800,00:38:49.2,-47.96,-100
801,00:38:49.3,-45.6,-100
802,00:38:49.3,-43.97,-102
803,00:38:49.3,-39.4,-106
804,00:38:49.3,-35.11,-112
805,00:38:49.4,-34.12,-117
806,00:38:49.4,-26.1,-122
807,00:38:49.4,-7.76,-127
808,00:38:49.4,6.85,-133
